id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,purpose,addr_state,Country
55776,26875, 60 months,18.20%,685.38,E,E1,Legal Assistant,10+ years,MORTGAGE,80000,debt_consolidation,OK,United States
28128,25000, 36 months,5.32%,752.87,A,A1,Analyst,< 1 year,MORTGAGE,145000,credit_card,Maryland,United States
268496,16000, 60 months,12.29%,358.27,C,C1,director,10+ years,OWN,170000,debt_consolidation,NC,United States
246188,35000, 60 months,17.57%,880.61,D,D4,Trainer,10+ years,MORTGAGE,90000,debt_consolidation,California,United States
250274,6000, 36 months,7.89%,187.72,A,A5,Case Manager,10+ years,MORTGAGE,50000,credit_card,IN,United States
372162,20000, 60 months,12.29%,447.83,C,C1,Director,8 years,MORTGAGE,95000,debt_consolidation,Kentucky,United States
146703,21650, 60 months,18.55%,556.27,E,E2,teacher,8 years,RENT,55000,debt_consolidation,GA,United States
389637,18000, 36 months,12.99%,606.41,C,C2,Histotechnician ,10+ years,RENT,60000,debt_consolidation,NV,United States
364480,8000, 36 months,9.99%,258.1,B,B3,Training Coordinator,9 years,RENT,56000,debt_consolidation,California,United States
364719,8000, 36 months,11.53%,263.93,B,B5,Detail,10+ years,RENT,42000,credit_card,California,United States
414443,24000, 60 months,12.99%,545.96,C,C2,Sr. Recovery/Resolutions Analyst,5 years,MORTGAGE,74000,debt_consolidation,WI,United States
123759,24000, 60 months,9.17%,500.19,B,B2,Vice President,10+ years,MORTGAGE,105000,credit_card,NY,United States
197182,13850, 60 months,18.25%,353.59,E,E1,Senior Specialist,5 years,RENT,55000,debt_consolidation,Maryland,United States
82216,6000, 36 months,11.53%,197.95,B,B5,Full time faculty,6 years,MORTGAGE,60000,other,Arizona,United States
13420,24000, 36 months,11.22%,788.24,B,B5,Director,6 years,MORTGAGE,60000,credit_card,LA,United States
369578,12000, 36 months,10.99%,392.81,B,B4,Second Associate,2 years,RENT,55000,credit_card,TX,United States
371929,24000, 36 months,6.68%,737.55,A,A3,Financial Consultant,5 years,OWN,75000,debt_consolidation,TX,United States
129383,4000, 36 months,10.99%,130.94,B,B4,Medical Technologist,10+ years,MORTGAGE,68000,credit_card,GA,United States
24114,3600, 36 months,13.67%,122.47,C,C4,Office Technician,6 years,RENT,34000,other,California,United States
23650,19500, 60 months,10.64%,420.49,B,B4,Supervising Biologist,10+ years,MORTGAGE,62456,credit_card,NV,United States
230195,8200, 36 months,9.99%,264.56,B,B3,Worker's Compensation Claims Rep. II,2 years,RENT,55000,debt_consolidation,WI,United States
139459,15400, 36 months,6.89%,474.74,A,A3,shift supervisor,4 years,MORTGAGE,44076,debt_consolidation,California,United States
147444,10000, 36 months,10.99%,327.34,B,B4,manager,6 years,MORTGAGE,90000,debt_consolidation,FL,United States
155254,30900, 60 months,18.25%,788.87,E,E1,Locomotive engineer,10+ years,MORTGAGE,123000,debt_consolidation,WV,United States
15697,16800, 36 months,12.59%,562.75,C,C2,Massage therapist,6 years,RENT,40000,debt_consolidation,WA,United States
291018,12525, 36 months,12.29%,417.75,C,C1,optician,10+ years,MORTGAGE,69000,debt_consolidation,California,United States
221747,14400, 60 months,15.61%,347.21,D,D1,Bartender,1 year,RENT,55000,credit_card,FL,United States
150553,10000, 36 months,13.33%,338.54,C,C3,Sales Engineer,5 years,MORTGAGE,155000,other,NY,United States
340953,10000, 36 months,16.99%,356.48,D,D3,Secretary,< 1 year,RENT,30000,debt_consolidation,FL,United States
84283,1800, 36 months,15.61%,62.94,D,D1,Coordinator,4 years,RENT,350000,debt_consolidation,Kentucky,United States
261425,25000, 36 months,5.32%,752.87,A,A1,President,10+ years,MORTGAGE,150000,credit_card,FL,United States
170103,25000, 60 months,13.99%,581.58,C,C4,Chemical Operatore,5 years,RENT,64000,credit_card,WI,United States
15606,31225, 60 months,17.57%,785.63,D,D4,Analyst,10+ years,RENT,83000,debt_consolidation,CT,United States
392692,11300, 36 months,15.59%,395,D,D1,0,n/a,MORTGAGE,47000,debt_consolidation,TX,United States
240385,18425, 60 months,19.99%,488.05,E,E4,HR Administrator,5 years,MORTGAGE,42122,debt_consolidation,NC,United States
85204,23000, 36 months,6.89%,709.02,A,A3,Project Manager,10+ years,RENT,120000,debt_consolidation,TX,United States
35167,12000, 36 months,5.32%,361.38,A,A1,0,n/a,OWN,55000,credit_card,KS,United States
281300,24500, 60 months,9.99%,520.44,B,B3,Analyst,6 years,RENT,52000,credit_card,MN,United States
381583,35000, 60 months,14.99%,832.47,C,C5,Field engineer,8 years,RENT,100000,debt_consolidation,NY,United States
306797,30000, 60 months,20.49%,803.02,E,E4,Assistant Warden,4 years,RENT,117000,debt_consolidation,FL,United States
242503,9975, 36 months,9.99%,321.82,B,B3,truck  driver  ,10+ years,RENT,60000,debt_consolidation,NC,United States
23435,12000, 60 months,14.48%,282.22,C,C5,Staffing Associate/Recruiter,< 1 year,RENT,45000,debt_consolidation,California,United States
305126,19125, 36 months,17.86%,690.08,D,D5,Supervisor,< 1 year,OWN,48000,debt_consolidation,NC,United States
91209,24000, 60 months,10.99%,521.7,B,B4,Financial Analyst,< 1 year,MORTGAGE,93600,home_improvement,IL,United States
158133,35000, 60 months,9.99%,743.48,B,B3,Professor,10+ years,MORTGAGE,150000,debt_consolidation,CT,United States
408984,9600, 36 months,15.59%,335.57,D,D1,Firefighter/EMT,2 years,RENT,45000,debt_consolidation,AR,United States
366169,12000, 36 months,9.17%,382.55,B,B2,OR Tech,10+ years,RENT,50000,debt_consolidation,NY,United States
74473,11000, 60 months,12.05%,244.97,C,C1,Manager,8 years,RENT,42000,credit_card,LA,United States
128160,12000, 36 months,7.89%,375.43,A,A5,Branch Manager,10+ years,RENT,62000,debt_consolidation,WI,United States
330976,10000, 60 months,10.99%,217.38,B,B4,Driver,4 years,MORTGAGE,45000,home_improvement,IN,United States
216715,3000, 36 months,15.61%,104.9,D,D1,President,10+ years,RENT,50000,credit_card,VA,United States
377360,35000, 36 months,17.14%,1250.29,D,D4,pharmacist,1 year,RENT,130000,debt_consolidation,California,United States
120163,10000, 36 months,12.29%,333.53,C,C1,Teacher,9 years,RENT,80000,debt_consolidation,NY,United States
1357,35000, 60 months,19.89%,925.15,E,E3,Lead Counsel-Attorney,10+ years,MORTGAGE,225000,debt_consolidation,TN,United States
147939,23000, 36 months,15.61%,804.2,D,D1,Vocational Program Consultant,6 years,MORTGAGE,76300,medical,TX,United States
92552,10000, 36 months,12.29%,333.53,C,C1,INVENTORY CONTROL COORDINATOR,2 years,RENT,42000,credit_card,GA,United States
25263,5000, 36 months,11.22%,164.22,B,B5,Account Rep,4 years,RENT,42000,other,IN,United States
399711,20000, 36 months,8.19%,628.49,A,A5,Engineering Manager,10+ years,RENT,57000,debt_consolidation,NJ,United States
327196,32500, 60 months,9.99%,690.37,B,B3,Asst. Manager,< 1 year,OWN,75000,debt_consolidation,CT,United States
75185,12000, 36 months,12.05%,398.86,C,C1,Family Support,10+ years,MORTGAGE,24000,credit_card,ME,United States
25128,5000, 36 months,9.76%,160.78,B,B3,Baby-sitter/cleaning,1 year,OWN,16000,debt_consolidation,Arizona,United States
123027,24000, 36 months,11.53%,791.77,B,B5,Librarian,9 years,RENT,50000,debt_consolidation,NY,United States
300442,15000, 36 months,11.53%,494.86,B,B5,Graduate Student/ Teaching Assistant,3 years,RENT,40000,credit_card,TX,United States
36918,5000, 36 months,9.17%,159.4,B,B2,audit team,10+ years,RENT,38000,debt_consolidation,FL,United States
351398,16000, 60 months,12.29%,358.27,C,C1,Owner,10+ years,RENT,120000,medical,Arizona,United States
319546,10000, 60 months,9.99%,212.43,B,B3,store manager,8 years,RENT,62000,debt_consolidation,California,United States
331732,20000, 36 months,7.89%,625.72,A,A5,Consultant,< 1 year,RENT,122000,debt_consolidation,California,United States
16354,30000, 36 months,10.64%,977.06,B,B4,CNC programmer Leadperson,10+ years,MORTGAGE,80000,debt_consolidation,MI,United States
228781,17000, 60 months,9.17%,354.3,B,B2,Teacher,8 years,RENT,50000,credit_card,KS,United States
255772,10000, 60 months,12.69%,225.95,C,C2,Admin. Manager,10+ years,MORTGAGE,54468,credit_card,GA,United States
124486,25000, 36 months,9.99%,806.57,B,B3,Director,10+ years,MORTGAGE,165000,credit_card,ME,United States
366884,13100, 36 months,12.29%,436.93,C,C1,0,n/a,RENT,58000,debt_consolidation,OR,United States
41110,14400, 60 months,13.67%,332.61,C,C4,Channel,8 years,MORTGAGE,70000,debt_consolidation,WA,United States
361873,12000, 36 months,13.33%,406.24,C,C3,Sales Rep,10+ years,MORTGAGE,75000,small_business,NJ,United States
280102,12000, 36 months,5.32%,361.38,A,A1,President,10+ years,MORTGAGE,105000,home_improvement,Massachusetts,United States
179991,13225, 60 months,20.99%,357.71,E,E5,Accounting,< 1 year,MORTGAGE,50000,credit_card,LA,United States
241022,13000, 60 months,7.26%,259.02,A,A4,Coordinator,10+ years,OWN,63000,major_purchase,WV,United States
292619,18000, 36 months,9.17%,573.83,B,B2,Market Leader,4 years,MORTGAGE,119332,credit_card,NC,United States
272139,18500, 60 months,11.53%,407.15,B,B5,Purchasing Manager,10+ years,MORTGAGE,53200,debt_consolidation,California,United States
125383,12800, 36 months,12.29%,426.92,C,C1,owner,8 years,MORTGAGE,57000,small_business,Arizona,United States
393394,16525, 36 months,17.86%,596.26,D,D5,rn,8 years,MORTGAGE,60000,debt_consolidation,NC,United States
145349,25000, 36 months,7.26%,774.91,A,A4,Regional Manager,10+ years,OWN,85000,debt_consolidation,OR,United States
65675,21000, 60 months,18.99%,544.64,E,E3,RN,2 years,RENT,67000,credit_card,NY,United States
192487,21000, 60 months,12.29%,470.22,C,C1,Owner,6 years,RENT,95000,debt_consolidation,California,United States
97435,15000, 36 months,12.29%,500.3,C,C1,Supervisor,10+ years,RENT,70000,debt_consolidation,California,United States
190659,24000, 60 months,8.18%,488.71,B,B1,Air Service Manager,6 years,MORTGAGE,66800,credit_card,NV,United States
16941,6000, 36 months,9.76%,192.93,B,B3,telecommunication representative,10+ years,RENT,34000,credit_card,VA,United States
276579,35000, 60 months,15.61%,843.9,D,D1,Assoc Director,10+ years,MORTGAGE,140000,other,NJ,United States
47112,10000, 36 months,6.89%,308.27,A,A3,Resource Manager,10+ years,MORTGAGE,105000,home_improvement,Maryland,United States
62428,10000, 36 months,7.26%,309.97,A,A4,Medical Assistant,10+ years,MORTGAGE,50000,debt_consolidation,GA,United States
373152,15000, 60 months,18.25%,382.95,E,E1,Science Teacher,10+ years,MORTGAGE,78500,debt_consolidation,California,United States
357949,28000, 60 months,8.18%,570.16,B,B1,State Police Trooper,10+ years,MORTGAGE,97000,credit_card,MI,United States
316354,10400, 36 months,13.33%,352.08,C,C3,Office manager/Lead Paralegal,7 years,MORTGAGE,72000,debt_consolidation,NY,United States
24490,5000, 36 months,6.24%,152.66,A,A2,Bartender ,4 years,RENT,70000,debt_consolidation,NV,United States
204373,7200, 36 months,10.99%,235.69,B,B4,Early Childhood Specialist,10+ years,RENT,27000,credit_card,Arizona,United States
287924,7200, 36 months,16.99%,256.67,D,D3,Estimator,10+ years,RENT,38000,debt_consolidation,NY,United States
231349,3950, 36 months,21.99%,150.84,F,F1,Business Relations Representative,4 years,MORTGAGE,37500,debt_consolidation,NC,United States
323510,17125, 60 months,18.84%,442.73,E,E2,service manager,9 years,MORTGAGE,65000,debt_consolidation,IL,United States
94255,5000, 36 months,8.18%,157.1,B,B1,production operator,1 year,OWN,37000,medical,SD,United States
308763,35000, 36 months,17.57%,1257.8,D,D4,Sales director,10+ years,MORTGAGE,100000,home_improvement,Massachusetts,United States
36105,8000, 36 months,11.22%,262.75,B,B5,0,n/a,RENT,49376,debt_consolidation,California,United States
98574,12000, 60 months,16.55%,295.34,D,D2,0,n/a,MORTGAGE,58600,other,GA,United States
96912,10000, 36 months,9.17%,318.79,B,B2,mentor coordinator,< 1 year,RENT,45000,credit_card,FL,United States
211327,5000, 36 months,7.89%,156.43,A,A5,Production General Manager,6 years,RENT,96000,debt_consolidation,California,United States
156344,21275, 60 months,21.99%,587.48,F,F1,Accounts Receivable Clerk,10+ years,RENT,70000,debt_consolidation,NY,United States
238359,12800, 60 months,22.99%,360.77,F,F2,Supervisor in training,5 years,MORTGAGE,95000,home_improvement,TX,United States
114615,18000, 36 months,10.99%,589.22,B,B4,0,n/a,MORTGAGE,95000,debt_consolidation,NJ,United States
262484,25000, 60 months,15.61%,602.79,D,D1,Technical Recruiter,< 1 year,MORTGAGE,90000,debt_consolidation,GA,United States
19081,17375, 60 months,25.99%,520.12,F,F5,Financial Specialist,9 years,MORTGAGE,85000,debt_consolidation,California,United States
20860,35000, 36 months,7.89%,1095,A,A5,President,10+ years,OWN,350000,debt_consolidation,MI,United States
302606,25925, 60 months,16.55%,638.05,D,D2,sales,10+ years,MORTGAGE,62000,credit_card,KS,United States
17690,16000, 60 months,14.48%,376.29,C,C5,small business sales,3 years,RENT,55000,credit_card,California,United States
207760,24000, 60 months,17.57%,603.85,D,D4,Police Officer,10+ years,MORTGAGE,150000,debt_consolidation,NJ,United States
112138,7000, 36 months,7.89%,219,A,A5,Medical Assistant ,8 years,RENT,75000,credit_card,California,United States
326689,20000, 36 months,12.69%,670.9,C,C2,Manager,3 years,RENT,130000,debt_consolidation,FL,United States
308693,22000, 36 months,12.69%,737.99,C,C2,registered RN,< 1 year,RENT,64000,credit_card,NC,United States
392106,6000, 36 months,14.99%,207.97,C,C5,Customer Service Rep,10+ years,MORTGAGE,33000,debt_consolidation,IL,United States
315648,1800, 36 months,8.18%,56.56,B,B1,Hostess,< 1 year,RENT,25000,home_improvement,NV,United States
401355,12000, 60 months,15.99%,291.76,D,D2,BILLING,7 years,RENT,25622,debt_consolidation,GA,United States
321949,20000, 36 months,9.99%,645.25,B,B3,Software Engineer,8 years,RENT,98000,credit_card,TX,United States
54301,7200, 36 months,17.86%,259.8,D,D5,"Manager, Customer Service Team",1 year,RENT,37500,small_business,MI,United States
181964,25000, 60 months,13.33%,573.06,C,C3,Deputy Marketing Director/Graphic Design,7 years,MORTGAGE,54392,credit_card,PA,United States
409107,5000, 36 months,11.99%,166.05,B,B5,DENTAL ASST,8 years,RENT,38500,debt_consolidation,FL,United States
386782,10000, 60 months,11.99%,222.4,B,B5,Web Specialist,3 years,MORTGAGE,62500,credit_card,Maryland,United States
377491,9825, 36 months,12.99%,331,C,C2,manager,10+ years,MORTGAGE,75000,debt_consolidation,Massachusetts,United States
224431,7000, 36 months,8.18%,219.94,B,B1,Shift Manager,10+ years,RENT,40000,debt_consolidation,MN,United States
156943,7200, 36 months,6.24%,219.83,A,A2,Senior Employment Specialist,4 years,RENT,50000,credit_card,California,United States
128343,16000, 36 months,9.99%,516.2,B,B3,Senior Financial Analyst,10+ years,OWN,86000,credit_card,PA,United States
155266,2000, 36 months,14.65%,68.99,C,C5,Senior Account Manager,2 years,RENT,96000,debt_consolidation,California,United States
90793,5000, 36 months,13.33%,169.27,C,C3,Medical Technologist,8 years,RENT,58000,other,MN,United States
69763,10000, 60 months,16.55%,246.12,D,D2,machine operator,10+ years,RENT,72000,debt_consolidation,WA,United States
39198,10000, 36 months,10.64%,325.69,B,B4,owner,8 years,MORTGAGE,65000,home_improvement,NC,United States
132402,6000, 36 months,9.99%,193.58,B,B3,Teacher,5 years,MORTGAGE,51000,home_improvement,TX,United States
353858,10800, 60 months,18.84%,279.21,E,E2,Grounds Manager,3 years,MORTGAGE,40000,debt_consolidation,Arizona,United States
92179,14000, 60 months,8.18%,285.08,B,B1,Financial Service rep,< 1 year,MORTGAGE,45000,credit_card,UT,United States
420151,30000, 60 months,12.39%,673.27,C,C1,Chief Engineer,10+ years,MORTGAGE,125000,debt_consolidation,CT,United States
131025,14000, 36 months,15.61%,489.51,D,D1,Quality tech ,2 years,RENT,47000,debt_consolidation,TN,United States
307498,15000, 36 months,9.99%,483.94,B,B3,Special Ed. Teacher,10+ years,RENT,56000,debt_consolidation,CO,United States
44493,20000, 36 months,12.59%,669.94,C,C2,registered nurse ,5 years,RENT,100000,debt_consolidation,California,United States
88370,25000, 36 months,11.53%,824.76,B,B5,Platoon Sergeant,10+ years,RENT,60000,debt_consolidation,HI,United States
262414,6775, 36 months,17.57%,243.48,D,D4,Accountant,< 1 year,RENT,65000,debt_consolidation,OR,United States
278350,1200, 36 months,12.29%,40.03,C,C1,Shipping and receiving clerk,10+ years,MORTGAGE,50000,debt_consolidation,FL,United States
246440,14000, 36 months,7.89%,438,A,A5,Production supervisor,5 years,RENT,65000,credit_card,NJ,United States
343137,5000, 36 months,11.53%,164.96,B,B5,Agency Accounting/AP Manager,10+ years,MORTGAGE,62000,debt_consolidation,IL,United States
366226,19925, 60 months,9.99%,423.25,B,B3,Registered nurse,4 years,MORTGAGE,60000,debt_consolidation,MN,United States
186625,23400, 36 months,15.61%,818.18,D,D1,Trainmaster,9 years,RENT,92000,debt_consolidation,IL,United States
59208,14900, 36 months,9.99%,480.72,B,B3,Senior Instructor,< 1 year,OWN,97000,debt_consolidation,VA,United States
189448,10000, 36 months,11.53%,329.91,B,B5,Ingeniero,8 years,MORTGAGE,50000,debt_consolidation,FL,United States
243154,22400, 36 months,9.17%,714.09,B,B2,Sr Business Intelligence Architect,6 years,MORTGAGE,95000,debt_consolidation,AL,United States
12560,9800, 36 months,7.89%,306.6,A,A5,Petty Officer Second Class,5 years,RENT,55000,debt_consolidation,TX,United States
377765,27725, 60 months,14.31%,649.58,C,C4,install manager,10+ years,MORTGAGE,91000,debt_consolidation,TX,United States
102939,35000, 36 months,13.99%,1196.05,C,C4,Senior Software Engineer,< 1 year,RENT,145000,credit_card,California,United States
96373,10000, 36 months,10.99%,327.34,B,B4,Lmbr grader,10+ years,MORTGAGE,55000,credit_card,OR,United States
211564,24000, 36 months,12.69%,805.08,C,C2,Rubber Technologist,< 1 year,RENT,95000,debt_consolidation,IN,United States
327620,24000, 36 months,13.33%,812.48,C,C3,Principale software Engineer,3 years,MORTGAGE,120000,debt_consolidation,RI,United States
265168,16000, 60 months,10.99%,347.8,B,B4,Senior Systems Admin,3 years,RENT,112000,home_improvement,Maryland,United States
166358,15000, 60 months,18.55%,385.41,E,E2,Human Resources Administrator,< 1 year,RENT,37000,debt_consolidation,PA,United States
410019,9600, 36 months,12.99%,323.42,C,C2,Purchasing Manager,10+ years,RENT,76000,credit_card,TX,United States
394231,25075, 36 months,16.49%,887.65,D,D3,Deputy,10+ years,MORTGAGE,62000,debt_consolidation,TX,United States
90400,15000, 36 months,12.69%,503.18,C,C2,Lab Manager,9 years,RENT,60000,debt_consolidation,FL,United States
87943,12000, 36 months,10.99%,392.81,B,B4,Director of Dining Services,6 years,RENT,78000,debt_consolidation,Arizona,United States
38308,3000, 36 months,11.22%,98.53,B,B5,LIbrary Director,10+ years,MORTGAGE,96000,debt_consolidation,Arizona,United States
94208,12000, 60 months,14.65%,283.28,C,C5,Baker,10+ years,MORTGAGE,33000,home_improvement,FL,United States
16314,6000, 36 months,8.38%,189.08,B,B1,Regional Vice President,10+ years,OWN,38000,credit_card,GA,United States
60529,16000, 60 months,10.99%,347.8,B,B4,Sales Manager,7 years,OWN,125000,home_improvement,California,United States
265792,18175, 60 months,17.57%,457.29,D,D4,VICE PRESIDENT,10+ years,MORTGAGE,150000,debt_consolidation,NY,United States
39164,30000, 36 months,9.76%,964.64,B,B3,Sr Research Specialist ,10+ years,OWN,205000,credit_card,VA,United States
285189,1800, 36 months,9.17%,57.39,B,B2,Teacher,10+ years,MORTGAGE,46000,debt_consolidation,NC,United States
21886,4000, 36 months,8.38%,126.05,B,B1,AR supervisor,10+ years,MORTGAGE,60000,home_improvement,California,United States
251531,30400, 60 months,19.19%,791.78,E,E3,"Software Developer, Associate",< 1 year,RENT,85000,debt_consolidation,VA,United States
64951,13000, 36 months,6.89%,400.75,A,A3,Lead Estimator,< 1 year,RENT,82000,credit_card,LA,United States
152047,20000, 36 months,13.33%,677.07,C,C3,Sterile processing Manager,6 years,MORTGAGE,68000,credit_card,NJ,United States
232425,13600, 60 months,15.61%,327.92,D,D1,Legal Assistant,10+ years,MORTGAGE,60000,debt_consolidation,MI,United States
355148,24000, 36 months,6.39%,734.38,A,A2,"VP, Business Development",5 years,RENT,150000,debt_consolidation,California,United States
65889,24475, 36 months,13.67%,832.59,C,C4,Administration,10+ years,MORTGAGE,186500,debt_consolidation,NY,United States
388973,20000, 36 months,8.67%,632.93,B,B1,COO,3 years,RENT,70000,debt_consolidation,FL,United States
235115,18500, 36 months,14.65%,638.15,C,C5,Welder,2 years,MORTGAGE,135000,debt_consolidation,TX,United States
301043,2375, 36 months,20.49%,88.86,E,E4,Assistant Manager,2 years,RENT,23000,debt_consolidation,OH,United States
57670,15000, 60 months,17.86%,379.76,D,D5,Production,10+ years,RENT,58000,debt_consolidation,MO,United States
413339,15600, 60 months,14.99%,371.05,C,C5,Teacher,10+ years,RENT,90000,debt_consolidation,California,United States
362490,13000, 36 months,11.53%,428.88,B,B5,0,n/a,RENT,67307,debt_consolidation,VA,United States
393438,28000, 60 months,13.66%,646.59,C,C3,driver,10+ years,MORTGAGE,85673,credit_card,IL,United States
176217,15000, 36 months,8.18%,471.3,B,B1,Sales Consultant,5 years,MORTGAGE,70000,credit_card,IL,United States
346884,11200, 36 months,7.89%,350.4,A,A5,Administrative Assistant II,10+ years,MORTGAGE,70000,credit_card,FL,United States
349035,27000, 36 months,6.92%,832.7,A,A4,GM ,10+ years,OWN,76800,credit_card,TX,United States
96823,11400, 36 months,15.61%,398.6,D,D1,Framer,3 years,RENT,30000,credit_card,SC,United States
238617,4225, 36 months,16.55%,149.69,D,D2,Teacher ,2 years,RENT,49000,debt_consolidation,TX,United States
179348,10000, 36 months,7.89%,312.86,A,A5,Security Consultant,< 1 year,RENT,85000,debt_consolidation,WA,United States
287783,13200, 36 months,15.61%,461.54,D,D1,full-time clerk,10+ years,RENT,42000,major_purchase,NY,United States
137135,5000, 36 months,11.53%,164.96,B,B5,IMPORT MANAGER,10+ years,RENT,44477,credit_card,NY,United States
59919,9650, 36 months,5.32%,290.61,A,A1,EMMT,10+ years,MORTGAGE,60000,debt_consolidation,MI,United States
241399,25000, 60 months,9.17%,521.03,B,B2,Executive Assistant,3 years,RENT,72000,other,NY,United States
19922,8000, 36 months,7.89%,250.29,A,A5,Program Specialist,10+ years,RENT,130000,debt_consolidation,California,United States
18076,35000, 60 months,13.18%,799.59,C,C3,Branch Manager,3 years,MORTGAGE,250000,debt_consolidation,SC,United States
407392,18000, 60 months,12.39%,403.96,C,C1,System Administrator,10+ years,RENT,70000,debt_consolidation,RI,United States
317249,31575, 36 months,16.99%,1125.58,D,D3,Director,10+ years,MORTGAGE,120000,other,NV,United States
8946,16000, 60 months,13.67%,369.57,C,C4,EMS Manager,10+ years,OWN,65000,debt_consolidation,VA,United States
358712,18675, 36 months,17.86%,673.84,D,D5,IVF Coordinator,5 years,RENT,37440,credit_card,California,United States
205041,29925, 36 months,17.57%,1075.42,D,D4,Senior Law Clerk,10+ years,MORTGAGE,78000,debt_consolidation,GA,United States
391312,13450, 60 months,14.99%,319.91,C,C5,Marketing Manager,3 years,MORTGAGE,41600,debt_consolidation,TX,United States
266043,12000, 36 months,7.89%,375.43,A,A5,owner ,< 1 year,MORTGAGE,130000,other,IL,United States
176190,10000, 36 months,11.53%,329.91,B,B5,ANALALIST,5 years,MORTGAGE,60000,debt_consolidation,DE,United States
107893,1000, 36 months,13.33%,33.86,C,C3,supervising LP nurse,10+ years,MORTGAGE,65000,home_improvement,NY,United States
246964,8000, 36 months,6.24%,244.25,A,A2,senior chemist,1 year,OWN,92000,debt_consolidation,CO,United States
44079,4525, 36 months,17.86%,163.28,D,D5,superintendent,1 year,MORTGAGE,70000,debt_consolidation,PA,United States
407284,9000, 36 months,9.49%,288.26,B,B2,0,n/a,OWN,49000,home_improvement,AL,United States
174836,18000, 36 months,14.65%,620.9,C,C5,0,n/a,RENT,36000,debt_consolidation,IN,United States
49002,24000, 36 months,11.49%,791.32,B,B5,Coo,9 years,RENT,90000,credit_card,California,United States
63350,4800, 36 months,16.99%,171.11,D,D3,Call Representative ,< 1 year,RENT,18000,debt_consolidation,California,United States
280600,11200, 60 months,15.61%,270.05,D,D1,Case Manager,7 years,MORTGAGE,37000,credit_card,NJ,United States
281416,12000, 36 months,6.24%,366.37,A,A2,Judge,10+ years,OWN,100000,credit_card,TX,United States
20613,14000, 36 months,13.18%,472.94,C,C3,Design Engineer,10+ years,MORTGAGE,104000,home_improvement,MI,United States
410003,3850, 36 months,18.54%,140.24,E,E1,Secretary,8 years,MORTGAGE,29000,debt_consolidation,TX,United States
356100,10000, 60 months,11.53%,220.08,B,B5,Item Processer,10+ years,MORTGAGE,33000,credit_card,MI,United States
64599,12000, 36 months,10.99%,392.81,B,B4,Registered Nurse,< 1 year,RENT,80000,debt_consolidation,GA,United States
161499,6000, 36 months,16.55%,212.58,D,D2,0,n/a,MORTGAGE,53333,home_improvement,VT,United States
136251,15000, 36 months,13.99%,512.6,C,C4,Office Manager,9 years,RENT,70000,credit_card,NY,United States
68851,12000, 36 months,9.99%,387.15,B,B3,Hvac,1 year,RENT,50273,credit_card,OH,United States
302704,5000, 36 months,13.99%,170.87,C,C4,MassachusettsNAGER,1 year,RENT,72000,credit_card,California,United States
41648,35000, 36 months,7.89%,1095,A,A5,Attorney,10+ years,MORTGAGE,275000,credit_card,California,United States
27136,12000, 60 months,9.17%,250.1,B,B2,"Administrative Director, Case Management",10+ years,OWN,155000,debt_consolidation,IN,United States
238997,19575, 60 months,22.99%,551.72,F,F2,0,n/a,MORTGAGE,80000,debt_consolidation,Maryland,United States
297788,9500, 36 months,8.18%,298.49,B,B1,owner,10+ years,RENT,35000,car,IN,United States
133439,20000, 36 months,12.69%,670.9,C,C2,Server,3 years,MORTGAGE,57000,home_improvement,TN,United States
339876,10000, 36 months,7.89%,312.86,A,A5,teacher asst.,10+ years,RENT,40000,debt_consolidation,VA,United States
135,20000, 60 months,13.44%,459.58,C,C3,Administrative Manager ,9 years,MORTGAGE,75000,debt_consolidation,MT,United States
411520,16000, 60 months,13.66%,369.48,C,C3,General Manager,10+ years,MORTGAGE,70000,credit_card,GA,United States
413260,20000, 36 months,13.66%,680.26,C,C3,Advanced Compliance Specialist,8 years,RENT,75000,debt_consolidation,OH,United States
54750,9000, 36 months,7.26%,278.97,A,A4,Bookkeeper,< 1 year,RENT,50000,debt_consolidation,Massachusetts,United States
336574,16325, 60 months,14.65%,385.38,C,C5,0,n/a,MORTGAGE,75000,debt_consolidation,FL,United States
311706,10000, 36 months,6.68%,307.31,A,A3,car salesman,1 year,RENT,65000,debt_consolidation,California,United States
6082,8000, 36 months,8.49%,252.51,B,B1,"Director, Business & Strategy Planning",7 years,MORTGAGE,150000,credit_card,CT,United States
395085,23975, 60 months,12.99%,545.39,C,C2,Cardiopulmonary Manager,5 years,MORTGAGE,50000,credit_card,TN,United States
262049,19725, 36 months,18.25%,715.59,E,E1,Hub Manager,10+ years,MORTGAGE,86500,debt_consolidation,IN,United States
230462,18000, 60 months,11.53%,396.14,B,B5,Investigator,10+ years,MORTGAGE,78000,home_improvement,NV,United States
368968,15000, 36 months,6.68%,460.97,A,A3,Quality Assurance Group Leader,10+ years,OWN,47000,credit_card,Kentucky,United States
211590,18000, 36 months,9.99%,580.73,B,B3,many business,< 1 year,RENT,60000,credit_card,NJ,United States
64034,4200, 36 months,8.18%,131.97,B,B1,HR Supervisor,10+ years,MORTGAGE,57308,medical,MO,United States
341852,15200, 60 months,14.65%,358.83,C,C5,trucker,10+ years,MORTGAGE,71000,debt_consolidation,MN,United States
419515,12750, 60 months,19.24%,332.43,E,E2,Master Assembler,9 years,RENT,74715,credit_card,TX,United States
